Employee_ID,Training Date,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
2434,2018-12-10,External,Failed,Guzmanside,Susan Morgan,4,810.59
2435,2019-06-11,Internal,Incomplete,Booneside,Lori Bush,5,150.58
2436,2020-08-30,External,Failed,Port Brandi,Nicole Smith,5,985.02
2437,2018-11-04,External,Completed,Davisfurt,Matthew Barrera,2,669.99
2438,2022-06-03,External,Failed,Maldonadoport,Angela Lindsey,1,101.26
2439,2020-02-14,External,Failed,Port Joshuaborough,Shelby Fields,4,816.24
2440,2022-02-28,Internal,Failed,Swansonton,Arthur Morales,4,809.02
2441,2020-01-09,External,Passed,Randallberg,Stephanie Best,5,559.08
2442,2021-03-22,Internal,Failed,Lake Chris,Richard Graves,2,688.8
2443,2018-11-11,External,Completed,Bethton,Marcus Leonard,5,300.21
2444,2021-10-04,External,Completed,Jeffreyshire,Renee Sutton,1,851.57
2445,2020-08-23,External,Failed,Michaelland,James Spencer Jr.,1,833.89
2446,2021-12-05,External,Passed,North Paul,Barbara Mitchell,1,129.32
2447,2018-07-20,Internal,Completed,East Keithside,Alexander Bradley,1,505.6
2448,2020-11-05,Internal,Passed,Port Chelseaburgh,David Ramirez,5,633.54
2449,2020-01-04,External,Passed,Port Tonyashire,Natalie Spears,4,485.29
2450,2021-10-14,Internal,Completed,New Nathaniel,Brittany Garner,5,302.62
2451,2020-10-30,External,Incomplete,Brennanport,Sandra Li,1,510.72
2452,2021-10-02,Internal,Incomplete,South Daniel,Anita Dixon,3,241.25
2453,2017-11-25,External,Incomplete,West Kendraburgh,Jennifer Fox,3,285.55
2454,2020-07-09,Internal,Completed,Port Brucehaven,Shelley Blackburn,1,524.51
2455,2018-05-01,External,Completed,East Williamburgh,Frances Hansen,4,218.61
2456,2020-11-09,External,Failed,West Paula,Valerie Blair,2,263.3
2457,2017-08-27,Internal,Incomplete,Brianchester,Roberta Jones,5,423.81
2458,2018-03-16,Internal,Failed,South Corey,Jamie Frazier,5,912.62
2459,2021-01-07,External,Failed,East Lindaberg,Troy Johnson,4,973.11
2460,2021-10-04,External,Passed,Longton,Thomas French,5,637.58
2461,2021-03-23,External,Completed,Murphytown,Michelle Moody,2,103.04
2462,2019-05-05,External,Completed,West Cindy,Francisco Walker,3,758.62
2463,2019-11-23,Internal,Passed,South Jessica,Mrs. Tiffany Horton,3,792.67
2464,2021-03-28,External,Passed,Nicholschester,Derrick Young,1,795.5
2465,2019-03-25,Internal,Incomplete,Port Patriciabury,Andrew Wheeler,3,475.26
2466,2017-08-07,External,Failed,Laurabury,Ronald Williamson,3,652.89
2467,2019-02-11,External,Passed,Danielsshire,Maxwell Moore,1,832.16
2468,2022-01-01,Internal,Passed,East Larry,Daniel Richardson,3,629.25
2469,2021-12-07,External,Completed,North Michele,Sara King,5,780.71
2470,2022-03-13,Internal,Completed,Andrewburgh,David Miller MD,2,999
